"V1","V2","V3","V4"
16.574,12,2,62
16.04,7,2,62
15.506,10,2,62
14.972,10,2,62
14.438,12,2,62
13.904,11,2,62
13.37,13,2,62
12.836,8,2,62
12.302,8,2,62
11.768,12,2,62
11.234,11,2,62
10.7,10,2,62
10.166,13,2,62
9.632,10,2,62
9.098,11,2,62
8.564,11,2,62
8.03,12,2,62
7.496,13,2,62
6.962,15,2,62
6.428,16,2,62
5.894,9,2,62
5.36,19,2,62
4.826,15,2,62
4.292,17,2,62
3.758,19,2,62
3.224,16,2,62
2.69,18,2,62
2.156,18,2,62
1.622,18,2,62
1.088,19,2,62
0.554,20,2,62
0.02,20,2,62
387.22,10,1,63
381.17,2,1,63
370.138,1,1,63
309.462,1,2,63
298.43,1,2,63
281.882,1,2,63
270.85,1,2,63
259.818,1,2,63
243.27,1,2,63
226.722,1,2,63
221.206,1,2,63
215.69,1,2,63
204.124,1,2,63
198.608,1,2,63
187.576,1,2,63
182.06,2,2,63
176.544,2,2,63
165.512,1,2,63
159.462,1,2,63
142.914,1,2,63
137.398,2,2,63
131.882,2,2,63
114.8,3,2,63
109.284,1,2,63
97.7180000000003,1,2,63
92.2020000000003,3,2,63
86.1520000000002,4,2,63
80.6360000000002,3,2,63
74.5860000000001,1,2,63
69.07,3,2,63
63.0199999999999,3,2,63
56.9699999999999,1,2,63
51.4539999999999,4,2,63
45.4039999999999,6,2,63
39.354,4,2,63
33.304,6,2,63
27.254,8,2,63
26.72,7,2,63
26.186,9,2,63
25.652,5,2,63
25.118,5,2,63
24.584,8,2,63
24.05,7,2,63
23.516,7,2,63
22.982,9,2,63
22.448,5,2,63
21.914,5,2,63
21.38,8,2,63
20.846,7,2,63
20.312,8,2,63
19.778,6,2,63
19.244,7,2,63
18.71,7,2,63
18.176,9,2,63
17.642,7,2,63
17.108,6,2,63
16.574,9,2,63
16.04,13,2,63
15.506,13,2,63
14.972,13,2,63
14.438,11,2,63
13.904,8,2,63
13.37,10,2,63
12.836,11,2,63
12.302,13,2,63
11.768,10,2,63
11.234,9,2,63
10.7,14,2,63
10.166,12,2,63
9.632,15,2,63
9.098,15,2,63
8.564,16,2,63
8.03,13,2,63
7.496,19,2,63
6.962,15,2,63
6.428,14,2,63
5.894,17,2,63
5.36,17,2,63
4.826,17,2,63
4.292,15,2,63
3.758,16,2,63
3.224,17,2,63
2.69,17,2,63
2.156,17,2,63
1.622,19,2,63
1.088,20,2,63
0.554,20,2,63
0.02,20,2,63
266.22,11,1,64
260.17,10,1,64
260.17,1,2,64
254.654,1,2,64
243.622,1,2,64
232.056,1,2,64
226.54,1,2,64
221.024,1,2,64
209.992,1,2,64
204.476,1,2,64
198.96,1,2,64
193.444,1,2,64
187.928,2,2,64
182.412,1,2,64
176.896,1,2,64
171.38,1,2,64
165.864,1,2,64
154.298,2,2,64
148.782,1,2,64
143.266,1,2,64
137.75,1,2,64
132.234,3,2,64
126.718,2,2,64
120.668,1,2,64
115.152,2,2,64
109.636,3,2,64
104.12,2,2,64
98.6040000000001,4,2,64
92.5540000000001,1,2,64
87.0380000000002,4,2,64
81.5220000000002,4,2,64
75.4720000000001,1,2,64
69.956,8,2,64
63.906,2,2,64
58.39,9,2,64
52.34,10,2,64
46.29,5,2,64
40.774,5,2,64
34.724,9,2,64
28.674,8,2,64
22.624,11,2,64
16.574,13,2,64
16.04,10,2,64
15.506,12,2,64
14.972,13,2,64
14.438,10,2,64
13.904,13,2,64
13.37,9,2,64
12.836,12,2,64
12.302,11,2,64
11.768,9,2,64
11.234,11,2,64
10.7,11,2,64
10.166,14,2,64
9.632,13,2,64
9.098,15,2,64
8.564,16,2,64
8.03,14,2,64
7.496,13,2,64
6.962,13,2,64
6.428,11,2,64
5.894,15,2,64
5.36,14,2,64
4.826,18,2,64
4.292,16,2,64
3.758,16,2,64
3.224,16,2,64
2.69,20,2,64
2.156,18,2,64
1.622,19,2,64
1.088,17,2,64
0.554,19,2,64
0.02,20,2,64
1373.36999999999,1,1,65
694.367999999998,1,1,65
257.888,1,1,65
245.788,1,1,65
238.136,1,1,65
237.602,1,1,65
236.534,1,1,65
234.398,1,1,65
227.814,1,1,65
221.764,1,1,65
215.714,1,1,65
202.012,1,1,65
172.472,1,1,65
165.888,1,1,65
152.72,1,2,65
147.204,1,2,65
139.018,1,2,65
132.434,1,2,65
125.85,1,2,65
119.8,1,2,65
118.732,1,2,65
112.682,1,2,65
106.098,1,2,65
98.98,1,2,65
98.446,1,2,65
91.862,1,2,65
86.346,2,2,65
85.278,1,2,65
84.744,1,2,65
78.694,1,2,65
78.16,2,2,65
72.11,3,2,65
71.042,1,2,65
69.44,1,2,65
68.906,1,2,65
68.372,1,2,65
67.838,1,2,65
66.77,1,2,65
65.1679999999999,1,2,65
64.0999999999999,2,2,65
63.5659999999999,1,2,65
63.0319999999999,2,2,65
61.9639999999999,1,2,65
61.4299999999999,1,2,65
60.8959999999999,2,2,65
60.3619999999999,1,2,65
59.8279999999999,1,2,65
58.7599999999999,1,2,65
58.2259999999999,1,2,65
57.6919999999999,1,2,65
57.1579999999999,2,2,65
56.6239999999999,2,2,65
55.0219999999999,2,2,65
54.4879999999999,2,2,65
53.4199999999999,1,2,65
52.8859999999999,2,2,65
52.3519999999999,1,2,65
51.8179999999999,1,2,65
51.2839999999999,2,2,65
50.7499999999999,1,2,65
50.2159999999999,3,2,65
49.6819999999999,2,2,65
49.1479999999999,1,2,65
48.6139999999999,2,2,65
47.012,2,2,65
46.478,1,2,65
45.944,2,2,65
45.41,5,2,65
44.876,1,2,65
44.342,2,2,65
43.808,1,2,65
43.274,4,2,65
42.74,1,2,65
42.206,2,2,65
41.672,2,2,65
41.138,2,2,65
40.604,6,2,65
40.07,4,2,65
39.536,4,2,65
39.002,4,2,65
38.468,2,2,65
37.934,4,2,65
37.4,3,2,65
36.866,3,2,65
36.332,3,2,65
35.798,4,2,65
35.264,7,2,65
34.73,4,2,65
34.196,5,2,65
33.662,7,2,65
33.128,6,2,65
32.594,6,2,65
32.06,5,2,65
31.526,2,2,65
30.992,4,2,65
30.458,5,2,65
29.924,7,2,65
29.39,5,2,65
28.856,7,2,65
28.322,4,2,65
27.788,4,2,65
27.254,4,2,65
26.72,7,2,65
26.186,4,2,65
25.652,5,2,65
25.118,6,2,65
24.584,7,2,65
24.05,4,2,65
23.516,5,2,65
22.982,6,2,65
22.448,9,2,65
21.914,6,2,65
21.38,4,2,65
20.846,10,2,65
20.312,9,2,65
19.778,10,2,65
19.244,9,2,65
18.71,6,2,65
18.176,7,2,65
17.642,11,2,65
17.108,12,2,65
16.574,9,2,65
16.04,13,2,65
15.506,10,2,65
14.972,9,2,65
14.438,11,2,65
13.904,13,2,65
13.37,12,2,65
12.836,13,2,65
12.302,12,2,65
11.768,12,2,65
11.234,10,2,65
10.7,15,2,65
10.166,13,2,65
9.632,11,2,65
9.098,17,2,65
8.564,14,2,65
8.03,11,2,65
7.496,12,2,65
6.962,13,2,65
6.428,17,2,65
5.894,19,2,65
5.36,16,2,65
4.826,16,2,65
4.292,18,2,65
3.758,17,2,65
3.224,18,2,65
2.69,19,2,65
2.156,16,2,65
1.622,17,2,65
1.088,19,2,65
0.554,19,2,65
0.02,20,2,65
683.669999999999,6,1,66
645.058,1,2,66
589.898,1,2,66
434.916,1,2,66
208.225999999999,1,2,66
180.111999999999,1,2,66
174.595999999999,1,2,66
163.564,1,2,66
140.966,1,2,66
135.45,1,2,66
118.368000000001,2,2,66
106.802,3,2,66
95.2360000000003,1,2,66
89.1860000000002,1,2,66
77.6200000000001,3,2,66
71.57,3,2,66
59.4699999999999,1,2,66
53.4199999999999,2,2,66
52.8859999999999,2,2,66
52.3519999999999,1,2,66
51.8179999999999,1,2,66
51.2839999999999,2,2,66
50.7499999999999,3,2,66
50.2159999999999,3,2,66
49.6819999999999,3,2,66
48.6139999999999,2,2,66
48.0799999999999,4,2,66
47.5459999999999,2,2,66
47.012,4,2,66
46.478,1,2,66
45.944,3,2,66
45.41,2,2,66
44.876,4,2,66
43.808,1,2,66
43.274,3,2,66
42.74,4,2,66
42.206,3,2,66
41.672,1,2,66
41.138,1,2,66
40.604,2,2,66
40.07,6,2,66
39.002,4,2,66
38.468,5,2,66
37.934,2,2,66
37.4,4,2,66
36.866,3,2,66
36.332,2,2,66
35.798,3,2,66
35.264,6,2,66
34.73,3,2,66
34.196,5,2,66
33.662,3,2,66
33.128,4,2,66
32.594,4,2,66
32.06,3,2,66
31.526,1,2,66
30.992,5,2,66
30.458,4,2,66
29.924,2,2,66
29.39,7,2,66
28.856,5,2,66
28.322,6,2,66
27.788,3,2,66
27.254,7,2,66
26.72,7,2,66
26.186,5,2,66
25.652,4,2,66
25.118,7,2,66
24.584,7,2,66
24.05,5,2,66
23.516,4,2,66
22.982,4,2,66
22.448,7,2,66
21.914,5,2,66
21.38,9,2,66
20.846,10,2,66
20.312,8,2,66
19.778,12,2,66
19.244,6,2,66
18.71,8,2,66
18.176,6,2,66
17.642,7,2,66
17.108,9,2,66
16.574,9,2,66
16.04,6,2,66
15.506,10,2,66
14.972,12,2,66
14.438,8,2,66
13.904,7,2,66
13.37,14,2,66
12.836,12,2,66
12.302,10,2,66
11.768,10,2,66
11.234,11,2,66
10.7,12,2,66
10.166,11,2,66
9.632,12,2,66
9.098,12,2,66
8.564,14,2,66
8.03,14,2,66
7.496,14,2,66
6.962,14,2,66
6.428,16,2,66
5.894,14,2,66
5.36,18,2,66
4.826,14,2,66
4.292,17,2,66
3.758,18,2,66
3.224,20,2,66
2.69,16,2,66
2.156,19,2,66
1.622,19,2,66
1.088,18,2,66
0.554,20,2,66
0.02,20,2,66
18.17,20,1,67
12.12,20,1,67
6.07,19,1,67
0.02,20,1,67
881.043999999998,1,1,68
874.459999999998,1,1,68
862.893999999998,1,1,68
849.191999999999,1,1,68
786.379999999999,1,2,68
206.295999999999,1,2,68
115.898000000001,1,2,68
114.296,1,2,68
109.49,1,2,68
102.548,1,2,68
102.014,1,2,68
101.48,1,2,68
98.8100000000003,1,2,68
96.6740000000003,1,2,68
94.5380000000003,1,2,68
94.0040000000003,1,2,68
93.4700000000003,1,2,68
92.4020000000002,1,2,68
91.3340000000002,1,2,68
90.8000000000002,1,2,68
88.1300000000002,1,2,68
87.5960000000002,1,2,68
85.9940000000002,1,2,68
84.3920000000002,1,2,68
82.7900000000001,1,2,68
82.2560000000001,1,2,68
81.7220000000001,1,2,68
81.1880000000001,1,2,68
75.8480000000001,1,2,68
74.78,2,2,68
73.712,1,2,68
73.178,1,2,68
71.576,3,2,68
69.974,1,2,68
69.44,2,2,68
68.906,1,2,68
68.372,2,2,68
67.304,1,2,68
65.7019999999999,3,2,68
65.1679999999999,1,2,68
64.6339999999999,1,2,68
64.0999999999999,2,2,68
63.0319999999999,1,2,68
62.4979999999999,1,2,68
60.3619999999999,1,2,68
59.8279999999999,3,2,68
59.2939999999999,1,2,68
58.7599999999999,2,2,68
58.2259999999999,1,2,68
57.6919999999999,1,2,68
57.1579999999999,3,2,68
55.0219999999999,1,2,68
54.4879999999999,2,2,68
52.3519999999999,1,2,68
51.8179999999999,1,2,68
50.7499999999999,2,2,68
50.2159999999999,3,2,68
49.6819999999999,3,2,68
49.1479999999999,4,2,68
48.6139999999999,4,2,68
48.0799999999999,4,2,68
47.5459999999999,2,2,68
47.012,3,2,68
46.478,4,2,68
45.944,2,2,68
45.41,3,2,68
44.876,4,2,68
44.342,4,2,68
43.808,2,2,68
43.274,2,2,68
42.74,1,2,68
42.206,2,2,68
41.672,2,2,68
41.138,3,2,68
40.604,9,2,68
39.536,3,2,68
38.468,2,2,68
37.934,1,2,68
37.4,2,2,68
36.866,5,2,68
36.332,3,2,68
35.798,3,2,68
35.264,2,2,68
34.73,6,2,68
34.196,6,2,68
33.662,5,2,68
33.128,4,2,68
32.594,4,2,68
32.06,12,2,68
31.526,5,2,68
30.992,2,2,68
30.458,2,2,68
29.924,5,2,68
29.39,7,2,68
28.856,5,2,68
28.322,3,2,68
27.788,7,2,68
27.254,4,2,68
26.72,3,2,68
26.186,5,2,68
25.652,8,2,68
25.118,6,2,68
24.584,7,2,68
24.05,9,2,68
23.516,6,2,68
22.982,9,2,68
22.448,6,2,68
21.914,6,2,68
21.38,7,2,68
20.846,7,2,68
20.312,9,2,68
19.778,8,2,68
19.244,5,2,68
18.71,8,2,68
18.176,6,2,68
17.642,9,2,68
17.108,7,2,68
16.574,11,2,68
16.04,10,2,68
15.506,8,2,68
14.972,9,2,68
14.438,8,2,68
13.904,12,2,68
13.37,11,2,68
12.836,12,2,68
12.302,12,2,68
11.768,10,2,68
11.234,13,2,68
10.7,13,2,68
10.166,10,2,68
9.632,14,2,68
9.098,13,2,68
8.564,14,2,68
8.03,16,2,68
7.496,16,2,68
6.962,15,2,68
6.428,16,2,68
5.894,14,2,68
5.36,16,2,68
4.826,17,2,68
4.292,16,2,68
3.758,20,2,68
3.224,18,2,68
2.69,17,2,68
2.156,16,2,68
1.622,19,2,68
1.088,20,2,68
0.554,19,2,68
0.02,20,2,68
36.32,17,1,69
30.27,20,1,69
24.22,19,1,69
18.17,19,1,69
12.12,19,1,69
6.07,20,1,69
0.02,20,1,69
1391.51999999999,2,1,70
474.262,1,1,70
300.062,1,1,70
244.544,1,1,70
231.91,1,2,70
205.574,1,2,70
126.924,1,2,70
87.5960000000002,1,2,70
86.5280000000002,1,2,70
85.9940000000002,1,2,70
83.3240000000001,2,2,70
80.6540000000001,1,2,70
76.9160000000001,1,2,70
76.3820000000001,1,2,70
75.8480000000001,1,2,70
75.314,2,2,70
74.246,1,2,70
73.712,1,2,70
72.11,1,2,70
70.508,1,2,70
69.974,3,2,70
69.44,1,2,70
68.906,2,2,70
68.372,1,2,70
67.838,1,2,70
67.304,1,2,70
66.2359999999999,1,2,70
64.6339999999999,1,2,70
64.0999999999999,1,2,70
63.5659999999999,1,2,70
63.0319999999999,2,2,70
60.8959999999999,2,2,70
59.8279999999999,2,2,70
58.7599999999999,1,2,70
58.2259999999999,2,2,70
57.6919999999999,1,2,70
56.6239999999999,3,2,70
56.0899999999999,1,2,70
55.5559999999999,5,2,70
55.0219999999999,1,2,70
54.4879999999999,2,2,70
53.4199999999999,1,2,70
52.8859999999999,1,2,70
52.3519999999999,3,2,70
51.8179999999999,1,2,70
51.2839999999999,5,2,70
50.7499999999999,4,2,70
49.6819999999999,4,2,70
49.1479999999999,4,2,70
48.6139999999999,4,2,70
48.0799999999999,1,2,70
47.012,3,2,70
46.478,2,2,70
45.41,2,2,70
44.876,1,2,70
44.342,3,2,70
43.808,3,2,70
42.74,2,2,70
42.206,2,2,70
41.672,3,2,70
41.138,3,2,70
40.604,3,2,70
40.07,4,2,70
39.536,4,2,70
39.002,2,2,70
38.468,5,2,70
37.934,7,2,70
37.4,7,2,70
36.866,3,2,70
36.332,4,2,70
35.798,7,2,70
35.264,4,2,70
34.73,4,2,70
34.196,10,2,70
33.662,4,2,70
33.128,5,2,70
32.594,8,2,70
32.06,4,2,70
31.526,3,2,70
30.992,4,2,70
30.458,3,2,70
29.924,1,2,70
29.39,6,2,70
28.856,8,2,70
28.322,7,2,70
27.788,6,2,70
27.254,6,2,70
26.72,8,2,70
26.186,7,2,70
25.652,9,2,70
25.118,7,2,70
24.584,6,2,70
24.05,9,2,70
23.516,5,2,70
22.982,7,2,70
22.448,6,2,70
21.914,11,2,70
21.38,8,2,70
20.846,9,2,70
20.312,9,2,70
19.778,8,2,70
19.244,7,2,70
18.71,7,2,70
18.176,5,2,70
17.642,11,2,70
17.108,9,2,70
16.574,9,2,70
16.04,8,2,70
15.506,9,2,70
14.972,7,2,70
14.438,8,2,70
13.904,13,2,70
13.37,10,2,70
12.836,9,2,70
12.302,16,2,70
11.768,13,2,70
11.234,13,2,70
10.7,10,2,70
10.166,9,2,70
9.632,8,2,70
9.098,14,2,70
8.564,16,2,70
8.03,13,2,70
7.496,14,2,70
6.962,15,2,70
6.428,16,2,70
5.894,13,2,70
5.36,15,2,70
4.826,15,2,70
4.292,18,2,70
3.758,16,2,70
3.224,19,2,70
2.69,19,2,70
2.156,19,2,70
1.622,20,2,70
1.088,19,2,70
0.554,20,2,70
0.02,20,2,70
145.22,14,1,71
139.17,18,1,71
133.12,17,1,71
133.12,1,2,71
127.07,2,2,71
121.554,2,2,71
116.038,4,2,71
110.522,5,2,71
98.956,4,2,71
93.44,4,2,71
87.924,3,2,71
82.408,5,2,71
76.358,2,2,71
70.842,9,2,71
65.326,6,2,71
59.276,10,2,71
53.76,3,2,71
47.71,13,2,71
41.66,5,2,71
36.144,10,2,71
30.094,10,2,71
24.044,15,2,71
17.994,16,2,71
11.944,14,2,71
5.894,15,2,71
5.36,18,2,71
4.826,18,2,71
4.292,15,2,71
3.758,16,2,71
3.224,16,2,71
2.69,17,2,71
2.156,16,2,71
1.622,20,2,71
1.088,17,2,71
0.554,20,2,71
0.02,20,2,71
217.82,11,1,72
211.77,17,1,72
205.72,1,2,72
194.688,2,2,72
189.172,1,2,72
178.14,2,2,72
172.624,1,2,72
167.108,2,2,72
156.076,1,2,72
150.56,1,2,72
144.51,2,2,72
133.478,1,2,72
127.962,2,2,72
122.446,4,2,72
116.93,3,2,72
105.364,4,2,72
99.8480000000001,3,2,72
94.3320000000001,3,2,72
88.2820000000001,2,2,72
82.7660000000001,3,2,72
77.2500000000001,1,2,72
71.2000000000001,3,2,72
65.684,12,2,72
54.118,8,2,72
48.068,9,2,72
42.018,1,2,72
36.502,9,2,72
30.452,12,2,72
24.402,10,2,72
18.352,10,2,72
12.302,12,2,72
11.768,12,2,72
11.234,8,2,72
10.7,11,2,72
10.166,15,2,72
9.632,14,2,72
9.098,13,2,72
8.564,14,2,72
8.03,10,2,72
7.496,11,2,72
6.962,15,2,72
6.428,17,2,72
5.894,15,2,72
5.36,17,2,72
4.826,12,2,72
4.292,17,2,72
3.758,13,2,72
3.224,17,2,72
2.69,19,2,72
2.156,17,2,72
1.622,19,2,72
1.088,19,2,72
0.554,19,2,72
0.02,20,2,72
502.170000000001,4,1,73
496.120000000001,3,1,73
380.284,1,1,73
263.914,1,1,73
236.334,1,1,73
203.238,1,1,73
192.206,1,1,73
175.658,1,1,73
175.658,1,2,73
170.142,1,2,73
164.625999999999,1,2,73
142.028,1,2,73
130.996,2,2,73
125.48,1,2,73
119.43,1,2,73
102.348,1,2,73
96.8320000000003,2,2,73
90.7820000000003,1,2,73
85.2660000000002,1,2,73
79.2160000000001,4,2,73
67.65,4,2,73
61.5999999999999,3,2,73
55.5499999999999,1,2,73
49.4999999999999,5,2,73
43.45,3,2,73
37.4,2,2,73
36.866,2,2,73
36.332,4,2,73
35.798,6,2,73
35.264,4,2,73
34.73,2,2,73
34.196,3,2,73
33.662,1,2,73
33.128,4,2,73
32.594,7,2,73
32.06,10,2,73
31.526,7,2,73
30.992,3,2,73
30.458,2,2,73
29.924,4,2,73
29.39,3,2,73
28.856,4,2,73
28.322,6,2,73
27.788,5,2,73
27.254,11,2,73
26.72,4,2,73
26.186,5,2,73
25.652,7,2,73
25.118,6,2,73
24.584,6,2,73
24.05,4,2,73
23.516,8,2,73
22.982,3,2,73
22.448,7,2,73
21.914,9,2,73
21.38,10,2,73
20.846,8,2,73
20.312,5,2,73
19.778,9,2,73
19.244,8,2,73
18.71,8,2,73
18.176,6,2,73
17.642,11,2,73
17.108,12,2,73
16.574,8,2,73
16.04,10,2,73
15.506,10,2,73
14.972,11,2,73
14.438,11,2,73
13.904,9,2,73
13.37,12,2,73
12.836,10,2,73
12.302,13,2,73
11.768,11,2,73
11.234,14,2,73
10.7,15,2,73
10.166,9,2,73
9.632,16,2,73
9.098,16,2,73
8.564,13,2,73
8.03,13,2,73
7.496,17,2,73
6.962,16,2,73
6.428,13,2,73
5.894,13,2,73
5.36,13,2,73
4.826,17,2,73
4.292,19,2,73
3.758,16,2,73
3.224,17,2,73
2.69,18,2,73
2.156,17,2,73
1.622,17,2,73
1.088,20,2,73
0.554,19,2,73
0.02,20,2,73
417.47,8,1,74
411.42,4,1,74
372.808,1,2,74
339.712,1,2,74
273.52,1,2,74
228.858,1,2,74
201.278,1,2,74
195.762,1,2,74
190.246,2,2,74
179.214,1,2,74
173.698,1,2,74
168.182,1,2,74
162.132,1,2,74
151.1,1,2,74
140.068,2,2,74
122.986,2,2,74
117.47,2,2,74
111.954,1,2,74
100.388,2,2,74
94.8720000000003,1,2,74
88.8220000000003,1,2,74
83.3060000000002,4,2,74
77.2560000000001,6,2,74
65.69,8,2,74
59.6399999999999,8,2,74
48.0739999999999,3,2,74
42.024,9,2,74
35.974,6,2,74
29.924,5,2,74
29.39,3,2,74
28.856,5,2,74
28.322,4,2,74
27.788,6,2,74
27.254,1,2,74
26.72,6,2,74
26.186,2,2,74
25.652,4,2,74
25.118,4,2,74
24.584,8,2,74
24.05,6,2,74
23.516,8,2,74
22.982,5,2,74
22.448,11,2,74
21.914,6,2,74
21.38,8,2,74
20.846,5,2,74
20.312,5,2,74
19.778,12,2,74
19.244,5,2,74
18.71,10,2,74
18.176,6,2,74
17.642,7,2,74
17.108,8,2,74
16.574,9,2,74
16.04,8,2,74
15.506,13,2,74
14.972,8,2,74
14.438,11,2,74
13.904,11,2,74
13.37,9,2,74
12.836,11,2,74
12.302,10,2,74
11.768,13,2,74
11.234,15,2,74
10.7,9,2,74
10.166,9,2,74
9.632,13,2,74
9.098,14,2,74
8.564,17,2,74
8.03,13,2,74
7.496,15,2,74
6.962,14,2,74
6.428,14,2,74
5.894,13,2,74
5.36,14,2,74
4.826,14,2,74
4.292,16,2,74
3.758,17,2,74
3.224,17,2,74
2.69,19,2,74
2.156,17,2,74
1.622,19,2,74
1.088,19,2,74
0.554,20,2,74
0.02,20,2,74
605.02,7,1,75
582.956,1,2,75
467.12,1,2,75
389.362,1,2,75
372.814,1,2,75
273.526,1,2,75
201.283999999999,1,2,75
179.219999999999,1,2,75
167.653999999999,1,2,75
156.622,1,2,75
145.59,1,2,75
128.508,3,2,75
116.942,2,2,75
111.426,1,2,75
105.91,1,2,75
99.8600000000004,3,2,75
94.3440000000003,2,2,75
88.2940000000002,3,2,75
70.678,3,2,75
64.6279999999999,1,2,75
58.5779999999999,2,2,75
52.5279999999999,3,2,75
44.876,2,2,75
44.342,3,2,75
43.808,3,2,75
43.274,3,2,75
42.74,3,2,75
42.206,3,2,75
41.672,4,2,75
41.138,4,2,75
40.07,2,2,75
39.536,1,2,75
39.002,3,2,75
38.468,3,2,75
37.934,7,2,75
37.4,4,2,75
36.866,3,2,75
36.332,1,2,75
35.798,7,2,75
35.264,3,2,75
34.73,1,2,75
34.196,1,2,75
33.662,4,2,75
33.128,2,2,75
32.594,3,2,75
32.06,3,2,75
31.526,2,2,75
30.992,3,2,75
30.458,3,2,75
29.924,3,2,75
29.39,4,2,75
28.856,6,2,75
28.322,5,2,75
27.788,5,2,75
27.254,4,2,75
26.72,2,2,75
26.186,4,2,75
25.652,4,2,75
25.118,8,2,75
24.584,8,2,75
24.05,7,2,75
23.516,6,2,75
22.982,7,2,75
22.448,7,2,75
21.914,5,2,75
21.38,6,2,75
20.846,9,2,75
20.312,8,2,75
19.778,9,2,75
19.244,6,2,75
18.71,9,2,75
18.176,10,2,75
17.642,9,2,75
17.108,12,2,75
16.574,6,2,75
16.04,11,2,75
15.506,12,2,75
14.972,9,2,75
14.438,10,2,75
13.904,13,2,75
13.37,8,2,75
12.836,8,2,75
12.302,13,2,75
11.768,13,2,75
11.234,14,2,75
10.7,10,2,75
10.166,11,2,75
9.632,11,2,75
9.098,9,2,75
8.564,11,2,75
8.03,16,2,75
7.496,14,2,75
6.962,11,2,75
6.428,13,2,75
5.894,13,2,75
5.36,15,2,75
4.826,17,2,75
4.292,16,2,75
3.758,15,2,75
3.224,19,2,75
2.69,18,2,75
2.156,18,2,75
1.622,18,2,75
1.088,20,2,75
0.554,20,2,75
0.02,20,2,75
193.62,13,1,76
187.57,18,1,76
181.52,2,1,76
181.52,1,2,76
176.004,1,2,76
170.488,1,2,76
164.972,2,2,76
153.94,3,2,76
142.374,1,2,76
136.858,1,2,76
131.342,2,2,76
125.826,3,2,76
120.31,2,2,76
114.794,1,2,76
109.278,1,2,76
103.228,1,2,76
97.7120000000001,6,2,76
92.1960000000001,3,2,76
80.6300000000001,9,2,76
75.1140000000001,5,2,76
63.548,11,2,76
51.982,14,2,76
45.932,12,2,76
40.416,3,2,76
34.366,14,2,76
28.316,12,2,76
22.266,10,2,76
16.216,12,2,76
10.166,13,2,76
9.632,12,2,76
9.098,14,2,76
8.564,14,2,76
8.03,14,2,76
7.496,14,2,76
6.962,13,2,76
6.428,18,2,76
5.894,18,2,76
5.36,18,2,76
4.826,15,2,76
4.292,16,2,76
3.758,20,2,76
3.224,16,2,76
2.69,18,2,76
2.156,18,2,76
1.622,17,2,76
1.088,19,2,76
0.554,19,2,76
0.02,20,2,76
217.82,15,1,77
211.77,12,1,77
205.72,1,1,77
205.72,1,2,77
200.204,1,2,77
194.688,1,2,77
189.172,1,2,77
178.14,1,2,77
172.624,1,2,77
167.108,1,2,77
161.592,1,2,77
156.076,2,2,77
150.56,1,2,77
145.044,2,2,77
133.478,3,2,77
127.962,2,2,77
122.446,4,2,77
116.93,3,2,77
111.414,3,2,77
99.8480000000001,4,2,77
94.3320000000001,3,2,77
88.8160000000001,5,2,77
82.7660000000001,2,2,77
77.2500000000001,8,2,77
71.7340000000001,1,2,77
65.684,8,2,77
60.168,1,2,77
54.118,11,2,77
48.068,10,2,77
42.552,1,2,77
36.502,14,2,77
30.452,14,2,77
24.402,14,2,77
18.352,13,2,77
12.302,8,2,77
11.768,7,2,77
11.234,14,2,77
10.7,14,2,77
10.166,9,2,77
9.632,8,2,77
9.098,15,2,77
8.564,16,2,77
8.03,15,2,77
7.496,13,2,77
6.962,16,2,77
6.428,15,2,77
5.894,12,2,77
5.36,17,2,77
4.826,15,2,77
4.292,19,2,77
3.758,14,2,77
3.224,14,2,77
2.69,18,2,77
2.156,19,2,77
1.622,19,2,77
1.088,19,2,77
0.554,20,2,77
0.02,20,2,77
72.62,16,1,78
66.57,16,1,78
60.52,18,1,78
54.47,19,1,78
48.42,19,1,78
42.37,18,1,78
36.32,17,1,78
30.27,20,1,78
24.22,19,1,78
18.17,20,1,78
12.12,19,1,78
6.07,20,1,78
0.02,20,1,78
925.669999999998,4,1,79
727.093999999999,1,2,79
334.923999999999,1,2,79
268.197999999999,1,2,79
179.407999999999,1,2,79
128.162000000001,1,2,79
110.546,2,2,79
92.9300000000002,1,2,79
86.8800000000002,1,2,79
73.712,1,2,79
72.11,1,2,79
71.042,1,2,79
69.974,1,2,79
68.906,1,2,79
68.372,2,2,79
67.838,3,2,79
66.77,1,2,79
66.2359999999999,1,2,79
64.6339999999999,2,2,79
64.0999999999999,1,2,79
62.4979999999999,1,2,79
61.9639999999999,2,2,79
61.4299999999999,1,2,79
59.2939999999999,2,2,79
58.7599999999999,2,2,79
58.2259999999999,1,2,79
56.0899999999999,2,2,79
54.4879999999999,4,2,79
53.4199999999999,1,2,79
52.8859999999999,1,2,79
52.3519999999999,1,2,79
51.8179999999999,1,2,79
51.2839999999999,2,2,79
50.7499999999999,3,2,79
49.6819999999999,2,2,79
49.1479999999999,3,2,79
48.6139999999999,3,2,79
48.0799999999999,3,2,79
47.5459999999999,1,2,79
47.012,2,2,79
45.944,1,2,79
45.41,4,2,79
44.876,4,2,79
44.342,3,2,79
43.808,1,2,79
43.274,1,2,79
42.74,1,2,79
42.206,1,2,79
41.672,4,2,79
40.604,2,2,79
40.07,2,2,79
39.536,4,2,79
39.002,4,2,79
38.468,2,2,79
37.934,4,2,79
37.4,3,2,79
36.866,4,2,79
36.332,4,2,79
35.798,4,2,79
35.264,3,2,79
