"taxonobservation_id","observation_type","scrubbed_family","scrubbed_species_binomial","latitude","longitude","elevation_m","country","state_province","county","locality_description","plot_name","is_new_world","is_geovalid","event_date","date_collected","plot_sampling_protocol","identified_by","datasource","datasource_id","dataset","dataowner","custodial_institution_codes","collection_code","collector","collection_number","is_cultivated","nsr_native_status","nsr_is_introduced",
"24456222","specimen","Bignoniaceae","Chilopsis linearis","","","1432","Mexico","Sonora","Agua Prieta Municipio","Rancho El Pinito, Cajón Bonito, 56.5 km (by air) ESE of Agua Prieta, Cuenca Los Ojos Foundation conservation area, Sierra San Luis.; habitat: Sycamore-Arizona cypress-oak canyon forest.","","1","","","2009-09-24","","","ARIZ","1243","","","","","A. L. Reina-G.","2009-1538","","UNK","",
"23315227","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","Coahuila","","Cerro de Parras; {bignon-34395}","","1","","","1947-05-15","","","MO","281","MEXU","MEXU","MEXU","","B.G. Aguirre","377","0","UNK","",
"23606447","specimen","Bignoniaceae","Chilopsis linearis","","","600","Mexico","Baja California","","Baja California.; {bignon-34415}","","1","","","1968-12-01","","","MO","281","MICH","MICH","MICH","","Reid  Moran","15731","0","UNK","",
"23677797","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Pima County","Florida Canyon Wash, Santa Rita Experimental Range.; habitat: Wash in grassland with short trees.","","1","","","2000-05-16","","Annita Harlan","ARIZ","1243","","","","","A.D. Harlan","AH-00-69","","P","0",
"23899007","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Pima County","University of Arizona campus, south-east side of Old Main building; habitat: in the landscape, in the gravel","","1","","","2008-06-12","","Janka Vanova","ARIZ","1243","","","","","Janka Vanova","08-13","1","P","0",
"24054672","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Pima County","University of Arizona, courtyard at Highland Commons building; habitat: landscape, in the courtyard, in large built-up planter","","1","","","2008-06-28","","Janka Vanova","ARIZ","1243","","","","","Janka Vanova","08-4","1","P","0",
"24119553","specimen","Bignoniaceae","Chilopsis linearis","","","994","United States","Arizona","Santa Cruz County","Tumacacori National Historical Park; Floodplain of Santa Cruz River.; habitat: Open sandy floodplain with riparian trees.; Lat/Long generated from UTM; egbot; 082405","","1","","","2003-05-30","","Meg Quinn","ARIZ","1243","","","","","Meg M. Quinn","942","","P","0",
"24145132","specimen","Bignoniaceae","Chilopsis linearis","32.2216999999999985","-110.926500000000004","","United States","Arizona","Pima","Tucson; est. from locality data: Ed - 9/21/2005","","1","1","","1891-08-03","","J.W. Toumey","ARIZ","1243","","","","","J.W. Toumey","s.n.","","P","0",
"24299163","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Gila County","Valley, W of Rye; habitat: Stony flat; GEOLocate_ver2.04; precision: Low","","1","","","1938-06-02","","F.W. Pennell","ARIZ","1243","","","","","F.W. Pennell","21540","","P","0",
"38594745","specimen","Bignoniaceae","Chilopsis linearis","","","","UNITED STATES","Arizona","Santa Cruz","","","","","","1997-05-24","","","GBIF","1350","USU","USU","USU","UTC","Andreas Leidolf; Paul Klimack","","","","",
"30375077","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Needles; 11.3 mi. n.w.; r. side of rd. on way to Goffs","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","Annie M. Alexander","","","","",
"50088971","specimen","Bignoniaceae","Chilopsis linearis","","","1100","United States","Arizona","Santa Cruz County","[Locality information hidden to protect endangered species]","","1","","","2001-06-06","","Steven P. McLaughlin","ARIZ","1243","","","","","Steven P. McLaughlin","9468","","P","0",
"23854216","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Yuma County","Ca. 2 mi W of Mountains E of Yuma; habitat: In sand and gravel on floor of dry wash; GEOLocate_ver2.04; precision: Medium","","1","","","1974-04-18","","W.E. Booth","ARIZ","1243","","","","","W.E. Booth","A-120","","P","0",
"24130032","specimen","Bignoniaceae","Chilopsis linearis","","","1287","Mexico","Sonora","Agua Prieta Municipio","Isolated Hill northeast of Sierra Anibacachi, Rancho La Calera, ca. 10 Km (by air) southwest of Ahua Prieta.; habitat: Chihuahuan desertscrub.","","1","","","2006-08-12","","","ARIZ","1243","","","","","A. L. Reina-G., T. R. Van Devender","2006-391","","UNK","",
"24472036","specimen","Bignoniaceae","Chilopsis linearis","33.3992000000000004","-110.868700000000004","","United States","Arizona","Gila","Miami; habitat: Sandy soil; est. from locality data: clara - 10/28/2005","","1","1","","1966-05-22","","V.L. Bohrer","ARIZ","1243","","","","","V.L. Bohrer","1080","","P","0",
"22695661","specimen","Bignoniaceae","Chilopsis linearis","27.9699999999999989","-103.689999999999998","","Mexico","Coahuila","","Santa Elena Mines, Sierra de las Cruces; <Conabio: 103.69 27.97>{bignon-34429}","","1","1","","1941-05-27","","","MO","281","MEXU, MO","MEXU, MO","MEXU, MO","","Robert M. Stewart","359","0","UNK","",
"23581505","specimen","Bignoniaceae","Chilopsis linearis","25.6700000000000017","-100.299999999999997","40","Mexico","Nuevo León","","<Conabio: 100.30 25.67>{bignon-40558}","","1","1","","1911-08-03","","","MO","281","B","B","B","","see Nicolas, (Léon MarieJoseph) Gustave","s.n.01911","0","UNK","",
"23994286","specimen","Bignoniaceae","Chilopsis linearis","33.1114999999999995","-109.366200000000006","","United States","Arizona","Greenlee","Metcalf; est. from locality data: clara - 10/18/2005","","1","1","","1936-05-21","","A.R. Purchase","ARIZ","1243","","","","","A.R. Purchase","s.n.","","P","0",
"24501621","specimen","Bignoniaceae","Chilopsis linearis","31.9833329999999982","-110.433333000000005","","United States","Arizona","Cochise","Mescal; est. from locality data+-5km","","1","1","","1900-10-08","","D. Griffiths","ARIZ","1243","","","","","D. Griffiths","1808","","P","0",
"22785438","specimen","Bignoniaceae","Chilopsis linearis","29.9100000000000001","-106.799999999999997","","Mexico","Chihuahua","","45 km from El Sueco on road to Casa Grandes; <Conabio: 106.80 29.91>{bignon-34434}","","1","1","","1965-08-07","","","MO","281","MEXU, MICH","MEXU, MICH","MEXU, MICH","","O. Weber","2","0","UNK","",
"22808916","specimen","Bignoniaceae","Chilopsis linearis","30.1000000000000014","-114.629999999999995","30","Mexico","Baja California","","Arroyo 26 mi N of San Luis Gonzaga.; <original mo: 30.06N 114.38W><Conabio: 30.10 -114.63>{bignon-34411}","","1","1","","1960-04-20","","","MO","281","MEXU, MICH","MEXU, MICH","MEXU, MICH","","Reid  Moran","8209","0","UNK","",
"23203050","specimen","Bignoniaceae","Chilopsis linearis","26.8200000000000003","-101.349999999999994","","Mexico","Coahuila","","Monclova, Gloria Mts; <Conabio: 101.35 26.82>{bignon-34408}","","1","1","","1939-08-06","","","MO","281","F","F","F","","Ernst G. Marsh","1992","0","UNK","",
"24342844","specimen","Bignoniaceae","Chilopsis linearis","35.9703000000000017","-113.316299999999998","","United States","Arizona","Coconino","Colorado River, across from Granite Park, mile 209; est. from locality data: Angel - 10/12/2005","","1","1","","1975-09-25","","R.D. Suttkus","ARIZ","1243","","","","","R.D. Suttkus","75-23--1","","P","0",
"58859951","specimen","Bignoniaceae","Chilopsis linearis","","","980","United States","Arizona","Gila","[Locality information hidden to protect endangered species]","","1","1","","2005-05-18","","G. Gust (MO),","MO","281","","","","","Greg Gust, Sara Fuentes-Soriano & Zachary Scott Rogers","679","0","P","0",
"22732427","specimen","Bignoniaceae","Chilopsis linearis","31.0500000000000007","-110.890000000000001","","Mexico","Sonora","","Between Imuris and Nogoles; hillsides.; <Conabio: 110.89 31.05>{bignon-34443}","","1","1","","1932-10-30","","","MO","281","MICH","MICH","MICH","","Ira L. Wiggins","6214","0","UNK","",
"23152981","specimen","Bignoniaceae","Chilopsis linearis","31.3000000000000007","-115.459999999999994","","Mexico","Baja California","","San Martin Pass, San Pedro Martin Mtns.; <Conabio: 115.46 31.30>{bignon-40790}","","1","1","","1905-06-18","","","MO","281","MICH","MICH","MICH","","Edward A. Goldman","1186","0","UNK","",
"23224133","specimen","Bignoniaceae","Chilopsis linearis","33.7482707193254967","-115.992549855093003","600","United States","California","Riverside","Colorado Desert. Palm Canyon Wash. Desert.","","1","","","1935-12-22","","","MO","281","UMO","UMO","UMO","","Rose","35682","0","P","0",
"23684238","specimen","Bignoniaceae","Chilopsis linearis","35.9703000000000017","-113.316299999999998","","United States","Arizona","Coconino","Grand Canyon of the Colorado River; Mi 209.5, opposite Granite Park,; habitat: Sand beach; est. from locality data: Angel - 10/12/2005","","1","1","","1974-06-16","","Mike Theroux","ARIZ","1243","","","","","Mike Theroux","1033","","P","0",
"23708650","specimen","Bignoniaceae","Chilopsis linearis","33.0508999999999986","-109.296199999999999","","United States","Arizona","Greenlee","1/2 mi north of Clifton; habitat: In sandy bottom of river; est. from locality data: Angel - 10/4/2005","","1","1","","1935-06-06","","Moeller","ARIZ","1243","","","","","Moeller","11810","","P","0",
"24559626","specimen","Bignoniaceae","Chilopsis linearis","35.0264000000000024","-114.384100000000004","","United States","Arizona","Mohave","Oatman-Goldroad hwy, SW of Kingman; habitat: Near a dry stream bed; est. from locality data: Angel - 11/9/2005","","1","1","","1965-08-11","","J.M. Rominger","ARIZ","1243","","","","","J.M. Rominger","309-65","","P","0",
"23548836","specimen","Bignoniaceae","Chilopsis linearis","25.6700000000000017","-100.299999999999997","540","Mexico","Nuevo León","","Monterrey; <Conabio: 100.30 25.67>{bignon-40540}","","1","1","","1911-01-01","","J. Henrickson,","MO","281","MO","MO","MO","","see Nicolas, (Léon MarieJoseph) Gustave","6246","0","UNK","",
"38575784","specimen","Bignoniaceae","Chilopsis linearis","32.599499999999999","-110.786199999999994","853","United States","Arizona","Pinal","Oracle Highway. Prosopis grassland.","","1","1","","1963-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.H. Whittaker","","","P","0",
"31197839","specimen","Bignoniaceae","Chilopsis linearis","","","415","United States","Arizona","Pima","[Locality information hidden to protect endangered species]","","1","1","","2003-04-01","","Sue Rutman","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Sue Rutman","","","P","0",
"58690749","specimen","Bignoniaceae","Chilopsis linearis","33.0345340563238992","-116.731822393087995","","United States","California","San Diego","Garriso Gorge","","1","","","1935-06-28","","J. Henrickson (CSLA),","MO","281","MO","MO","MO","","Carl C. Epling & William Robison","s.n.","0","P","0",
"58341430","specimen","Bignoniaceae","Chilopsis linearis","34.8430559823271011","-116.177553359114995","","United States","California","San Bernardino","Clark Mountain Range, 2 miles N of Mountain Pass. Lavender flowers, in Joshua Tree Woodland.","","1","","","1972-07-06","","herbarium","GBIF","645","California State University, Chico","California State University, Chico","California State University, Chico","Herbarium","Barry Prigge","","","P","0",
"30828667","specimen","Bignoniaceae","Chilopsis linearis","","","1435","United States","Arizona","Santa Cruz","[Locality information hidden to protect endangered species]","","1","1","","2001-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Steven P. McLaughlin","","","P","0",
"38640223","specimen","Bignoniaceae","Chilopsis linearis","32.4887000000000015","-110.6995","","United States","Arizona","Pima","Puschs Ranch, Steam Pump. .","","1","1","","1905-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.J. Thornber","","","P","0",
"39018255","specimen","Bignoniaceae","Chilopsis linearis","29.998304000000001","-104.229258000000002","","United States","Texas","Presidio","Presidio County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"31421698","specimen","Bignoniaceae","Chilopsis linearis","","","960","United States","Arizona","Yavapai","[Locality information hidden to protect endangered species]","","1","1","","1940-05-01","","J. Henrickson","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","G. Bowen","","","P","0",
"38849797","specimen","Bignoniaceae","Chilopsis linearis","32.393889999999999","-113.058329999999998","402","United States","Arizona","Pima","Daniels Wash at Charlie Bell Pass road crossing, ca. 1.6 mi E of Charlie Bell Pass, Growler Mountains, Cabeza Prieta Nat Wildlife Refuge. Large braided wash with densely vegetated floodplains; common along margin of wash.","","1","1","","1992-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R. S. Felger","","","P","0",
"38907458","specimen","Bignoniaceae","Chilopsis linearis","34.1942999999999984","-113.181100000000001","701","United States","Arizona","Yavapai","Date Creek between Palmerita Ranch and AZ hwy 93. Common in wash with Cercidium floridum, Acacia Greggii, Prosopis velutina.","","1","1","","1979-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","P.C. Fischer","","","P","0",
"39347446","specimen","Bignoniaceae","Chilopsis linearis","32.9430600000000027","-110.187780000000004","944","United States","Arizona","Graham","Black Rock CCC Camp. Wash bottom in sandy, silty loam. Moderate east facing slope. With: Hymenoclea, Acacia.","","1","1","","1936-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","W. Kessler","","","P","0",
"76990090","specimen","Bignoniaceae","Chilopsis linearis","24.5459999999999994","-99.8229999999999933","","Mexico","Nuevo León","Iturbide","Las Anacuas","","1","1","","1980-05-12","","B.L. Turner","GBIF","937","IEX","IEX","IEX","XAL","J. Hinton y  et al.","","","UNK","",
"65347162","specimen","Bignoniaceae","Chilopsis linearis","","","762","United States","Arizona","Pima","[Locality information hidden to protect endangered species]","","1","","","1992-10-27","","","MO","281","MO","MO","MO","","Jon Ricketson & Heidi H. Schmidt","4980","0","P","0",
"22805722","specimen","Bignoniaceae","Chilopsis linearis","30.5666599999999988","-103.916659999999993","1560","United States","Texas","Jeff Davis","2.1 miles NW of Hwy. 17 on Hwy. 118.","","1","1","","1991-09-16","","R.D. Noyes,","MO","281","MO","MO","MO","","Chris D. Sherman, Richard D. Noyes & Alan Brant","220","0","P","0",
"23327241","specimen","Bignoniaceae","Chilopsis linearis","28.8628523920910993","-99.7589624015381986","","United States","Texas","Zavala","Gravelly bed of Nueces River, Pulliam, Texas.","","1","","","1917-03-21","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Ernest J. Palmer","11328","0","P","0",
"39131852","specimen","Bignoniaceae","Chilopsis linearis","34.8282510000000016","-116.191349000000002","","United States","California","San Bernardino","San Bernardino County, California","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39502780","specimen","Bignoniaceae","Chilopsis linearis","32.6390647099999995","-108.467697299999998","","United States","New Mexico","Grant","Adjacent FS 851, 3.4 miles from the junction withFS 852; Gila National Forest.","","1","1","","1994-06-09","","","GBIF","1413","UNM","UNM","UNM","Herb","J.L. Carter and C.A. Huff","","","P","0",
"80280379","specimen","Bignoniaceae","Chilopsis linearis","30","102.150000000000006","","United States","Texas","Terrell","100 m E of intersection of US Hwy 90 and TX Ranch Road 1217 near RR tracks.; habitat: With Salsola. Abandoned homesite. Tree 4 m; fruits 15 cm long.","","1","0","","1994-09-10","","B. L. Turner","TEX","544","TEX","TEX","TEX","TEX","Daniel Atha with Lauren Ide","586","0","P","0",
"80576011","specimen","Bignoniaceae","Chilopsis linearis","34.0833333333333357","100.833333333333329","","United States","Texas","Motley","Ca. 5.5 mi. N of Matador.; habitat: Thickets on red sandy soil. Locally abundant arborescent shrub 1.5-2.5 m. high. Corolla lavender pink, darker in lip. Associated with Rhus and Juniperus. Apparently planted.","","1","0","","2004-05-25","","B. L. Turner, 2005","TEX","544","TEX","TEX","TEX","TEX","Grady L. Webster and Burford Westlund","34229","0","P","0",
"31281341","specimen","Bignoniaceae","Chilopsis linearis","38.548447000000003","-121.751662999999994","","United States","California","Yolo","Yolo; Davis; in garden at 631 Oak Ave.","","1","1","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","June McCaskill","","1","P","0",
"23024136","specimen","Bignoniaceae","Chilopsis linearis","38.6130599999999973","-90.2591699999999975","","United States","Missouri","Saint Louis City","Missouri Botanical Garden","","1","0","","1909-09-02","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","John H. Kellogg","s.n.","1","P","0",
"23358324","specimen","Bignoniaceae","Chilopsis linearis","29.355354705815401","-99.7617071501903041","","United States","Texas","Uvalde","","","1","","","1898-06-15","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","J. Reverchon","s.n.","0","P","0",
"38539120","specimen","Bignoniaceae","Chilopsis linearis","36.5893280000000019","-117.483182999999997","","United States","California","Inyo","Inyo County, California","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"23183746","specimen","Bignoniaceae","Chilopsis linearis","29.8104654010655992","-103.251421133492997","","United States","Texas","Brewster","14 miles E of Castolon. S edge of Chisos Mts.","","1","","","1937-05-11","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hugh C. Cutler","1000","0","P","0",
"38477695","specimen","Bignoniaceae","Chilopsis linearis","31.8563299999999998","-110.697999999999993","1050","United States","Arizona","Pima","Barrel Canyon, east side of Santa Rita Moutains. . With: Prosopis velutina, Acacia greggii, Acacia constricta, Baccharis salicifolia, Hymenoclea monogyra, Juglans major.","","1","1","","2000-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Steven P. McLaughlin","","","P","0",
"40158967","specimen","Bignoniaceae","Chilopsis linearis","32.5589476399999995","-104.421175899999994","","United States","New Mexico","Eddy","20 road miles south of Artesia in the Seven River Hills area.","","1","1","","1982-05-26","","","GBIF","1413","UNM","UNM","UNM","Herb","P.J. Knight","","","P","0",
"40298056","specimen","Bignoniaceae","Chilopsis linearis","32.3082474899999994","-106.691416500000003","","United States","New Mexico","Doña Ana","1 mile east of A mountain.","","1","0","","1977-05-24","","","GBIF","1413","UNM","UNM","UNM","Herb","F.Gross III","","","P","0",
"30725126","specimen","Bignoniaceae","Chilopsis linearis","33","-116","62","United States","California","San Diego","In and near San Felipe Wash, NE of East Butte Borrego Mt. Relatively flat with sandy/silty soil. With: Creosote Bush Scrub with Psorothamnus spinosus, Ambrosia dumosa, Olneya tesota.","","1","0","","2004-10-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Joe Barth","","","P","0",
"37127923","specimen","Bignoniaceae","Chilopsis linearis","","","640","United States","Arizona","Mohave","[Locality information hidden to protect endangered species]","","1","1","","1996-05-31","","","NY","104","NY","NY","NY","Herbarium","M. D. Windham","96-167","","P","0",
"22957351","specimen","Bignoniaceae","Chilopsis linearis","29.355354705815401","-99.7617071501903041","","United States","Texas","Uvalde","90 miles northwest from San Antonio","","1","","","","","J. Hendrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Edward Palmer","15451","0","P","0",
"39247035","specimen","Bignoniaceae","Chilopsis linearis","33.3583300000000023","-110.450000000000003","","United States","Arizona","Gila","Rice Station, Upper Gila River. .","","1","1","","1905-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.J. Thornber","","","P","0",
"39329426","specimen","Bignoniaceae","Chilopsis linearis","26.3963430000000017","-98.184820000000002","","United States","Texas","Hidalgo","Hidalgo County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39745535","specimen","Bignoniaceae","Chilopsis linearis","32.6400000000000006","-108.469999999999999","","United States","New Mexico","Grant","FS 851, 3.4 mi Jct FS 852","","1","1","","1994-06-09","","","GBIF","1382","SNM","SNM","SNM","Herb","J.L. Carter and C.A. Huff","","","P","0",
"69877298","plot","Bignoniaceae","Chilopsis linearis","34.2090574188358971","-113.079834360852999","831","United States","Arizona","","","AZ04020202024","1","1","2002-04-02","2002-04-02","","Michael Lee","VegBank","41","Southwest GAP, Arizona","Keith Pohs","","","","","","P","0",
"30438952","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Pima","[Locality information hidden to protect endangered species]","","1","1","","2006-10-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Sue Rutman","","","P","0",
"38744672","specimen","Bignoniaceae","Chilopsis linearis","31.2330599999999983","-109.631389999999996","1287","Mexico","Sonora","Agua Prieta Municipio","Isolated Hill northeast of Sierra Anibacachi, Rancho La Calera, ca. 10 Km (by air) southwest of Ahua Prieta. Chihuahuan desertscrub.","","1","0","","2006-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","A. L. Reina-G., T. R. Van Devender","","","UNK","",
"39029934","specimen","Bignoniaceae","Chilopsis linearis","29.8941310000000016","-101.151495999999995","","United States","Texas","Val Verde","Val Verde County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39839178","specimen","Bignoniaceae","Chilopsis linearis","32.1012302000000034","-104.554649800000007","","United States","New Mexico","Eddy","Carlsbad Caverns National Park, (New Cave entrance).","","1","1","","1992-08-03","","","GBIF","1413","UNM","UNM","UNM","Herb","J.L. Carter and C.A. Huff","","","P","0",
"58233845","specimen","Bignoniaceae","Chilopsis linearis","37.2819178757224989","-113.507626547314999","3000","United States","Utah","Washington","Santa Clara Creek. 3 miles W of Santa Clara","","1","","","1941-06-17","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Walter P. Cottam","8754","0","P","0",
"58114515","specimen","Bignoniaceae","Chilopsis linearis","33.7482707193254967","-115.992549855093003","1600","United States","California","Riverside","Morongo Valley pass","","1","","","1965-06-01","","J. Henrickson,","MO","281","MO","MO","MO","","Robert F. Thorne & S.T. Blake","34714","0","P","0",
"31294584","specimen","Bignoniaceae","Chilopsis linearis","33.7817000000000007","-116.502998000000005","","United States","California","Riverside","Riverside; Palm Springs; near; San Jacinto Quad.; 4S5E31","","1","1","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","H. S. Yates","","","P","0",
"31419344","specimen","Bignoniaceae","Chilopsis linearis","","","1100","United States","Arizona","Santa Cruz","[Locality information hidden to protect endangered species]","","1","1","","2001-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Steven P. McLaughlin","","","P","0",
"30551009","specimen","Bignoniaceae","Chilopsis linearis","","","402","United States","Arizona","Pima","[Locality information hidden to protect endangered species]","","1","1","","1992-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R. S. Felger","","","P","0",
"39244189","specimen","Bignoniaceae","Chilopsis linearis","32.2516699999999972","-110.736670000000004","","United States","Arizona","Pima","Rillito Valley, near Tanque Verde (Tucson). Common.","","1","1","","1913-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.J. Thornber","","","P","0",
"58530071","specimen","Bignoniaceae","Chilopsis linearis","","","1380","United States","Arizona","Cochise","[Locality information hidden to protect endangered species]","","1","1","","1998-09-10","","A. Brant,","MO","281","MO","MO","MO","","John R. Stone & Alan Brant","1598","0","P","0",
"38547292","specimen","Bignoniaceae","Chilopsis linearis","32.1807900000000018","-107.748656999999994","","United States","New Mexico","Luna","Luna County, New Mexico","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"81522949","specimen","Bignoniaceae","Chilopsis linearis","32.4720382838621973","-104.299774837193993","","United States","New Mexico","Eddy","The Guadalupe Mountains.  4 mi E US 62-180 along Dark Canyon Rd. N facing limestone cliff.","","1","","","1999-05-23","","","GBIF","645","California State University, Chico","California State University, Chico","California State University, Chico","Herbarium","R. D. Worthington","","","P","0",
"57957565","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Mohave","[Locality information hidden to protect endangered species]","","1","","","1978-08-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","William T. Gillis","14875","0","P","0",
"66394805","specimen","Bignoniaceae","Chilopsis linearis","33.2826060709999965","-106.499315749999994","","United States","New Mexico","Sierra","White Sands Missile Range, San Andres Mountains, Salinas Peak Region: In the arroyo .75 mi East of Taylor spring. 13S 0360382 3683624","","1","1","","2004-05-29","","R. Fink","GBIF","949","NMCR","NMCR","NMCR","Herb","Ralph W. Fink II","","","P","0",
"66326038","specimen","Bignoniaceae","Chilopsis linearis","32.377824529999998","-103.886159699999993","","United States","New Mexico","Eddy","Livingston Ridge.","","1","1","","1978-06-15","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","G.A. Marley","","","P","0",
"30485850","specimen","Bignoniaceae","Chilopsis linearis","34.3594020000000029","-116.848800999999995","","United States","California","San Bernardino","San Bernardino; near Cushenbury Springs; San Gorgonio Quad.; 3N1E11","","1","1","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","H. S. Yates","","","P","0",
"39278263","specimen","Bignoniaceae","Chilopsis linearis","31.4890000000000008","-110.408699999999996","","United States","Arizona","Cochise","Huachuca Mountains. .","","1","1","","1893-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","W.W. Price","","","P","0",
"63458563","specimen","Bignoniaceae","Chilopsis linearis","30","-102.150000000000006","","United States","Texas","Terrell","100m E of intersection of US Hwy 90 & TX Ranch Road 1217, near RR tracks; habitat: Abandoned homesite; vegetation: With Salsola","","1","1","","1994-09-10","","D. E. Atha","NY","104","NY","NY","NY","Herbarium","D. E. Atha","586","","P","0",
"80179032","specimen","Bignoniaceae","Chilopsis linearis","29.3501666666666665","99.9606111111111204","","United States","Texas","Uvalde","Ca. 1.4 airmiles downstream from (ESE of) Camp Chalk Bluff (as marked on topo), ca. 2.0 airmiles upstream from (NNW of) Haby Crossing Chalk Bluff Quadrangle.; habitat: Shrub 2-4 m tall; locally common in successional vegetation on deep gravel bars on scour plain of flood-prone river, toward E edge of Nueces River floodplain. Associates include Baccharis salicifolia, Brickellia dentata, Salix nigra, Teucrium canadense.","","1","0","","2008-08-04","","B. L. Turner, 2008","TEX","544","TEX","TEX","TEX","TEX","W.R. Carr with Sky Lewey and Mary Kate Rogers","27003","0","P","0",
"58478961","specimen","Bignoniaceae","Chilopsis linearis","36.2143676206028999","-115.018597077755999","1030","United States","Nevada","Clark","Cottonwood Springs. Stream bank. Larrea belt.","","1","","","1938-06-19","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Ira W. Clokey","8124","0","P","0",
"38508829","specimen","Bignoniaceae","Chilopsis linearis","31.8542999999999985","-110.763800000000003","1554","United States","Arizona","Pima","Santa Rita Mountains, along Gunsite Pass road E of Helvetia. In limestone canyon with Ceanothus greggii, Cerocarpus, Garrya.","","1","1","","1988-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","S.P. McLaughlin","","","P","0",
"38603359","specimen","Bignoniaceae","Chilopsis linearis","33.0385119999999972","-115.352917000000005","","United States","California","Imperial","Imperial County, California","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38706062","specimen","Bignoniaceae","Chilopsis linearis","31.5253799999999984","-106.119249999999994","3737","United States","Texas","El Paso","Ca. 0.8 miles northeast of I-10 exit 49 (fabens Exit) along northeast extension of FM 1989, in San Felipe arroyo next to road. . With: Chilopsis linearis, Gutierrezia microcephala, Poliomintha incacn, Salsola sp., Ambrosia acanthicarpa, Ipomopsis wrightii","","1","1","","2003-10-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R. Gutierrez","","","P","0",
"39320644","specimen","Bignoniaceae","Chilopsis linearis","35.104722222200003","-114.954722222200004","740","United States","California","San Bernardino","Eastern Mojave Desert: Piute Valley, powerline road 1 mile north of telephone cable road, ca. 2 miles SSE of Piute Spring/Ft. Piute Elev. given as 2427 ft.","","1","1","","1999-06-09","","","GBIF","1092","CAS","CAS","CAS","BOT","B. G. Pitzer","","","P","0",
