"taxonobservation_id","observation_type","scrubbed_family","scrubbed_species_binomial","latitude","longitude","elevation_m","country","state_province","county","locality_description","plot_name","is_new_world","is_geovalid","event_date","date_collected","plot_sampling_protocol","identified_by","datasource","datasource_id","dataset","dataowner","custodial_institution_codes","collection_code","collector","collection_number","is_cultivated","nsr_native_status","nsr_is_introduced",
"38781601","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Yavapai County","Chino Vally North; northeast of Chino Valley; Inscription Ranch; along the Verde River; 2.7km ENE of its confluence with Granite Creek","","","","","1997-10-02","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Marc A. Baker","","","","",
"38825186","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Bernardino County","Needles","","1","","","1928-05-03","","","GBIF","1092","CAS","CAS","CAS","DS","F. A. Thackery","","","P","0",
"38829219","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Coconino County","Colorado River; across from Granite Park; River mile 209","","","","","1975-09-25","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Royal D. Suttkus","","","","",
"38963039","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","road block turn-out on FR 626, 3.9 mi. west of junction with SR 87","","","","","2004-06-23","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Kristina Waterbury","","","","",
"38965719","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Texas","Brewster","Chisos Mtns","","","","","","","Philip V Wells","GBIF","788","KU","KU","KU","KANU","Philip V Wells","","","","",
"39084261","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","Sycamore Creek at Hwy. 87 southwest of Mount Ord","","","","","2001-06-01","","","GBIF","397","ASU","ASU","ASU","ASUPlants","L. R. Landrum","","","","",
"39085429","specimen","Bignoniaceae","Chilopsis linearis","","","1158.24000000000001","United States","California","San Bernardino County","Above Box S Spring on Cushenberry [Cushenbury] Road, Mojave Desert","","1","","","1927-07-09","","","GBIF","1092","CAS","CAS","CAS","BOT","John Thomas Howell","","","P","0",
"39148815","specimen","Bignoniaceae","Chilopsis linearis","32.7017000000000024","-109.871499999999997","","United States","Arizona","Graham","Graham Mountains. .","","1","1","","1902-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.S. Kellogg","","","P","0",
"39161417","specimen","Bignoniaceae","Chilopsis linearis","35.9703000000000017","-113.316299999999998","","United States","Arizona","Coconino","Colorado River, across from Granite Park, mile 209. .","","1","1","","1975-09-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.D. Suttkus","","","P","0",
"39242906","specimen","Bignoniaceae","Chilopsis linearis","33.7482707193254967","-115.992549855093003","","United States","California","Riverside","Eastern base, along the borders of the Colorado Desert.","","1","","","1901-06-01","","","GBIF","272","US","US","US","Botany","","","","P","0",
"39276475","specimen","Bignoniaceae","Chilopsis linearis","29.971228","-100.300348","","United States","Texas","Edwards","Edwards County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39305900","specimen","Bignoniaceae","Chilopsis linearis","36.8833300000000008","-113.933329999999998","533","United States","Arizona","Mohave","Virgin River near Littlefield. Bottoms.","","1","1","","1959-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","D. Demaree","","","P","0",
"39344401","specimen","Bignoniaceae","Chilopsis linearis","35.2922000000000011","-114.149000000000001","1371","United States","Arizona","Mohave","Coon Basin, Cerbat Mountains, 12 mi north of Kingman. .","","1","1","","1976-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","B. Jordan","","","P","0",
"39350260","specimen","Bignoniaceae","Chilopsis linearis","34.0164370000000034","-106.934281999999996","","United States","New Mexico","Socorro","Socorro County, New Mexico","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39403856","specimen","Bignoniaceae","Chilopsis linearis","","","0","USA","Texas","Presidio County","Lajitas","","","","","","","","GBIF","830","LSU","LSU","LSU","Herbarium","Lievens, Alan W.","","","","",
"39438671","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","Collected 5 miles NE of Las Cruces along side of the paved highway","","","","","1951-05-20","","","GBIF","1424","NMC","NMC","NMC","Herb","D.B. Dunn","","","","",
"39675501","specimen","Bignoniaceae","Chilopsis linearis","","","1","?","?","","_","","","","","","","F.J. Salgueiro & S. Talavera","GBIF","199","SEV","SEV","SEV","HistoricoSEV","","","","","",
"39798080","specimen","Bignoniaceae","Chilopsis linearis","","","0","USA","Texas","Pecos County","unspecified","","","","","","","","GBIF","830","LSU","LSU","LSU","Herbarium","Tharp, B. C.","","","","",
"40022513","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","Rest area on I-10 E bound past Ex 134 overlooking Las Cruces","","","","","1997-05-22","","","GBIF","1382","SNM","SNM","SNM","Herb","J. and J. Dunne-Brady","","","","",
"40175940","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Catron","Pleasanton. San Francisco River","","","","","2001-09-23","","","GBIF","1382","SNM","SNM","SNM","Herb","D. Nordquist","","","","",
"40176446","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","660","DR","DR","DR","Botanischer Garten TU Dresden","","","","","",
"40238007","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Hidalgo","Granite Gap, 15m N of Rodeo","","","","","1972-04-29","","","GBIF","1382","SNM","SNM","SNM","Herb","H.L. Himes","","","","",
"51767557","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Pima County","Along Sikort Chuapo Wash; ca. 4 miles east of Ajo, AZ; Ajo 15' Quad.","","","","","1981-04-22","","","GBIF","397","ASU","ASU","ASU","ASUPlants","M. Butterwick","","","","",
"54285557","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","74","","","","","",
"54774301","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","400-00","","","","","",
"62352992","specimen","Bignoniaceae","Chilopsis linearis","","","","","Texas","El Paso County","El Paso","","","","","","","","GBIF","128","TAIF","TAIF","TAIF","TAIF28444","G. R. Vasey","","","","",
"62861656","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","5 miles west of Santa Clara; habitat: Mixed shrub community","","","","","1983-06-26","","","NY","104","NY","NY","NY","Herbarium","N. D. Atwood","9483","","","",
"63128429","specimen","Bignoniaceae","Chilopsis linearis","","","1350","United States of America","Arizona","Mohave Co.","Northwest of Mud Mountain.; habitat: Sandy soil; oak/pinyon/juniper/blackbrush community","","","","","2000-06-16","","","NY","104","NY","NY","NY","Herbarium","L. C. Higgins","21532","","","",
"63454336","specimen","Bignoniaceae","Chilopsis linearis","36.8999999999999986","-113.680000000000007","1146","United States","Arizona","Mohave","Black Rock Gulch south of BLM road 1022; habitat: Canyon bottom & ledges of limestone","","1","1","","2000-05-10","","","NY","104","NY","NY","NY","Herbarium","N. D. Atwood","25545","","P","0",
"68503827","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"79633455","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Lincoln","Mormon Mts.","","","","","1906-07-01","","","GBIF","1424","NMC","NMC","NMC","Herb","P.B. Kennedy and L.N. Goodding","","","","",
"66271180","specimen","Bignoniaceae","Chilopsis linearis","32.4799999999999969","-105.299999999999997","","United States","New Mexico","","San Lewis House.  Grazing District 5.","","1","1","","1936-07-01","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","Foreman Party","","","P","0",
"59588782","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","Tamaulipas","","Sierra de San Carlos, vicinity of San Miguel, La Tamaulipeca.","","1","","","1930-07-25","","","GBIF","272","US","US","US","Botany","H. Bartlett","","","UNK","",
"58809075","specimen","Bignoniaceae","Chilopsis linearis","32.6499999999999986","-109.819999999999993","1890","United States","Arizona","Graham","Mount Graham; 1.3 miles about Wet Canyon Campground on Swift Trail","","1","1","","1966-06-25","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","P","0",
"58600192","specimen","Bignoniaceae","Chilopsis linearis","32.2216999999999985","-110.926000000000002","","United States","Arizona","Pima","Tucson","","1","1","","1891-07-16","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. W. Toumey","","","P","0",
"58563061","specimen","Bignoniaceae","Chilopsis linearis","32.259999999999998","-110.879999999999995","732","United States","Arizona","Pima","Ft. Lowell","","1","1","","1903-09-28","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. J. Thornber","","","P","0",
"58413245","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Cochise County","Dragoon Mountains; along road between Pearce and Middlemarch Canyon; 1.5 miles east junction road up Middlemarch Canyon; Pearce 15' Quad.","","","","","1983-09-08","","","GBIF","397","ASU","ASU","ASU","ASUPlants","T. F. Daniel","","","","",
"58351673","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","","San Jacinto Mt. Eastern base, along the borders of the Colorado Desert.","","1","","","1901-06-01","","J. Henrickson,","MO","281","MO","MO","MO","","Harvey M. Hall","2112","0","P","0",
"58008801","specimen","Bignoniaceae","Chilopsis linearis","34.8430559823271011","-116.177553359114995","4600","United States","California","San Bernardino","Mojave Desert, Clark Mt. 2 4/10 mi W of Coliseum Mine.","","1","","","1935-10-07","","J. Henrickson,","MO","281","MO","MO","MO","","Carl B. Wolf","7610","0","P","0",
"31431426","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Box Spring; just above; Mojave Desert","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","John Thomas Howell","","","","",
"25297435","specimen","Bignoniaceae","Chilopsis linearis","37.2657999999999987","-97.6563000000000017","","United States","Kansas","Sumner","Argonia, 6 mi E","","1","1","","","","Ronald R Weedon","GBIF","788","KU","KU","KU","KANU","L.A. Hauser & R.E. Brooks","","","P","0",
"19247121","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Chaves","West of Roswell","","","","","1936-07-04","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","anonymous","","","","",
"58788009","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1925-04-30","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Aven Nelson","10283","0","P","0",
"58724747","specimen","Bignoniaceae","Chilopsis linearis","","","2700","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1940-05-16","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Leonard J. Brass","14342","0","P","0",
"22643206","specimen","Bignoniaceae","Chilopsis linearis","29.8999999999999986","-107.5","5600","Mexico","Chihuahua","","4.6 NE of Buenaventura, km 100; <Conabio: 107.50 29.90>{bignon-34418}","","1","1","","1967-01-01","","J. Henrickson,","MO","281","MO","MO","MO","","Royce L. Oliver & et al.","534","0","UNK","",
"22916816","specimen","Bignoniaceae","Chilopsis linearis","29.9988657850758003","-104.240205650527997","","United States","Texas","Presidio","Fresno Canyon, 25 miles N of Lajitas. Occasional in wash;","","1","","","1938-05-29","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hugh C. Cutler","1896","0","P","0",
"31633858","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"32265392","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"38466412","specimen","Bignoniaceae","Chilopsis linearis","33.8817999999999984","-111.474999999999994","762","United States","Arizona","Maricopa","1.4 miles north of Sunflower, AZ at Sycamore Creek","","1","1","","1965-09-25","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Marlene Mishler","","","P","0",
"38470683","specimen","Bignoniaceae","Chilopsis linearis","32.8040999999999983","-112.245900000000006","579","United States","Arizona","Maricopa","Sonoran Desert National Monument; Vekol Ranch Road wash crossing. .","","1","1","","2001-05-01","","Kathryn Mauz","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Kathryn Mauz","","","P","0",
"38478995","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Cochise County","Cameron Ranch; along Hot Springs Wash in Hot Springs Canyon; ca. 30 miles northwest of Willcox, AZ; less than 1 mile from entrance to Muleshoe Ranch Preserve","","","","","1990-09-20","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Barbara F. Rogers","","","","",
"38496371","specimen","Bignoniaceae","Chilopsis linearis","34.5625","-113.349999999999994","716","United States","Arizona","Mohave","Crossing of Burro Creek, 6.5 mi E of AZ hwy 93 (air). .","","1","1","","1976-10-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.S. Thompson","","","P","0",
"38621959","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Gila County","Sycamore Creek; Tonto Basin; ca. 2 miles south of the village of Tonto Basin","","","","","1991-06-08","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Marc A. Baker","","","","",
"38691517","specimen","Bignoniaceae","Chilopsis linearis","32.6226240000000018","-105.726123000000001","","United States","New Mexico","Otero","Otero County, New Mexico","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38716839","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Cochise County","Near Chiricahua National Monument; Ed Riggs Ranch; ranch road to Little Pickett Canyon","","","","","1975-06-11","","","GBIF","397","ASU","ASU","ASU","ASUPlants","T. Reeves","","","","",
"38735708","specimen","Bignoniaceae","Chilopsis linearis","35.0264000000000024","-114.384100000000004","","United States","Arizona","Mohave","Oatman-Goldroad hwy, SW of Kingman. Near a dry stream bed.","","1","1","","1965-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.M. Rominger","","","P","0",
"38847446","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Diego County","Colorado Desert. Boulevard, Laguna Mts.","","1","","","1916-07-30","","","GBIF","1092","CAS","CAS","CAS","DS","E. A. McGregor","","","P","0",
"38892764","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","NMSU College Ranch: southwestern Dona Ana foothills, just east of hwy I-10, deep sandy areas in creosote dominated communities","","","","","1984-09-10","","","GBIF","949","NMCR","NMCR","NMCR","Herb","College Ranch Collection","","","","",
"38910098","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Cochise County","Upper San Pedro floodplain; Palominas site ~2 miles south of Hwy 92","","","","","2001-06-08","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elizabeth Makings","","","","",
"38957357","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","4 miles south of Tempe","","","","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Currie, W.E.","","","","",
"39003940","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Luis Obispo County","Dorothy Twisselmann Ranch, eastern San Luis Obispo County","","1","","","1963-08-23","","","GBIF","1092","CAS","CAS","CAS","BOT","Ernest C. Twisselmann","","","P","0",
"39008578","specimen","Bignoniaceae","Chilopsis linearis","","","366","USA","Arizona","Maricopa County","","","","","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","L. R. Landrum","","","","",
"39135391","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","Imperial County","15 miles north of Glamis on the Blythe Road","","1","","","1928-04-21","","","GBIF","1092","CAS","CAS","CAS","DS","Roxana S. Ferris","","","P","0",
"39142297","specimen","Bignoniaceae","Chilopsis linearis","34.0674270000000021","-102.829714999999993","","United States","Texas","Bailey","Bailey County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39198822","specimen","Bignoniaceae","Chilopsis linearis","","","762","United States","California","Riverside County","Lost Palms Canyon, Eagle Mts.","","1","","","1941-05-26","","","GBIF","1092","CAS","CAS","CAS","BOT","Annie M. Alexander; Louise Kellogg","","","P","0",
"39205183","specimen","Bignoniaceae","Chilopsis linearis","36.2143676206028999","-115.018597077755999","","United States","Nevada","Clark","North end of Newberry Mts., wash to east of Nat/Gnat Canyon petroglyphs. Wash.","","1","","","1999-05-26","","","GBIF","645","California State University, Chico","California State University, Chico","California State University, Chico","Herbarium","Ann Pinzl","","","P","0",
"39314385","specimen","Bignoniaceae","Chilopsis linearis","31.4416699999999985","-109.908330000000007","","United States","Arizona","Cochise","Bisbee. .","","1","1","","1916-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","H.C. Markman","","","P","0",
"39323001","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Pima County","Rillito Valley; near Tanque Verde Wash","","","","","1913-06-08","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. J. Thornber","","","","",
"39345185","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Diego County","San Felipe","","1","","","1932-06-23","","","GBIF","1092","CAS","CAS","CAS","DS","C. Epling; M. Darsie; C. Knox; Wm. Robison","","","P","0",
"39348057","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","Riverside County","2 miles east of Indian Wells on Palm Springs-Indio Rd","","1","","","1918-06-14","","","GBIF","1092","CAS","CAS","CAS","BOT","Roxana S. Ferris","","","P","0",
"39354845","specimen","Bignoniaceae","Chilopsis linearis","33.4483000000000033","-112.072999999999993","355","United States","Arizona","Maricopa","Desert Botanical Garden, Phoenix. Grown in ASU geenhouse.","","1","1","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Zisner, C","","","P","0",
"39469098","specimen","Bignoniaceae","Chilopsis linearis","34.3882117899999997","-106.558638400000007","","United States","New Mexico","Socorro","Sevilleta National Wildlife Refuge, Pinyon Canyon.","","1","1","","1993-06-30","","","GBIF","1413","UNM","UNM","UNM","Herb","P. Hoban and N. King","","","P","0",
"39700580","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Socorro","4 mi E of San Antonio along Hwy. 380","","","","","2002-09-05","","","GBIF","1424","NMC","NMC","NMC","Herb","N.D. Atwood","","","","",
"40104663","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Valencia","Near Cibola Forest, highway 25, 3 miles south of Belen.","","","","","1967-05-26","","","GBIF","1413","UNM","UNM","UNM","Herb","R.K. Gierisch","","","","",
"40321842","specimen","Bignoniaceae","Chilopsis linearis","","","0","USA","Arizona","Cochise County","Chiricahua National Monument","","","","","","","","GBIF","830","LSU","LSU","LSU","Herbarium","Reeves, Tim","","","","",
"54343783","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","43","","","","","",
"54747697","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","24","","","","","",
"63212673","specimen","Bignoniaceae","Chilopsis linearis","","","730","United States of America","Utah","Washington Co.","South side of St. George along or near the Virgin River; habitat: Sandy to clayey alkaline soils; Atriplex-Baccharis community","","","","","2002-09-02","","","NY","104","NY","NY","NY","Herbarium","L. C. Higgins","23979","","","",
"63441920","specimen","Bignoniaceae","Chilopsis linearis","37.1203000000000003","-114.038700000000006","817","United States","Utah","Washington","Beaver Dam Wash, Terry's Ranch; habitat: Sandy-gravel soil; Chilopsis Fremont poplar","","1","1","","1984-07-09","","","NY","104","NY","NY","NY","Herbarium","B. Franklin","865","","P","0",
"64082738","specimen","Bignoniaceae","Chilopsis linearis","24.1999999999999993","-101.082999999999998","2010","Mexico","San Luis Potosí","Vanegas","Poblado Los Encinos Zacatecas, Mpio. Vanegas","","1","1","","1993-09-08","","F. García S.","GBIF","617","IIZD-UASLP","IIZD-UASLP","IIZD-UASLP","SLPM","A. Ramírez G.","","","UNK","",
"68884995","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"79393300","specimen","Bignoniaceae","Chilopsis linearis","","","","?","","","Ex horto Pharmaceutico","","","","","1792-01-01","","","GBIF","780","MA","MA","MA","MA","","","","","",
"79352072","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Bernalillo","Mesa, SE of Albuquerque","","","","","1936-06-03","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","C.B. Carter","","","","",
"79062973","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Socorro","Sevilleta, Los Alamos Spring, Cibola Canyon.","","","","","1976-06-15","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","G.T. Manthey","","","","",
"78708689","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Socorro","Clemow","","","","","1895-06-18","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","C.L. Herrick","","","","",
"78706025","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Sierra","Collected near Arrey, on Rio Grande.","","","","","1960-10-01","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","B. Talley","","","","",
"78657836","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Valencia","Just west of Las Lunas on Route 6.","","","","","1952-07-04","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","E.F. Castetter","","","","",
"58869494","specimen","Bignoniaceae","Chilopsis linearis","33.6891000000000034","-111.241","853","United States","Arizona","Gila","Three Bar Wildlife Area; Four Peaks","","1","1","","1951-09-30","","","GBIF","397","ASU","ASU","ASU","ASUPlants","R. W. Dickerman","","","P","0",
"58890280","specimen","Bignoniaceae","Chilopsis linearis","34.8430559823271011","-116.177553359114995","","United States","California","San Bernardino","Cushenberry Springs.","","1","","","1901-08-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","LeRoy Abrams","2142","0","P","0",
"58841272","specimen","Bignoniaceae","Chilopsis linearis","34.5097999999999985","-113.153000000000006","","United States","Arizona","Yavapai","Bagdad 15' Quad.; Highway 97","","1","1","","1979-06-01","","","GBIF","397","ASU","ASU","ASU","ASUPlants","M. Butterwick","","","P","0",
"58634873","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Cochise County","Chiricahua National Monument; roadside between monument entrance and pulloff parking area; ca. 0.25 miles inside monument","","","","","1975-06-22","","","GBIF","397","ASU","ASU","ASU","ASUPlants","T. Reeves","","","","",
"58585214","specimen","Bignoniaceae","Chilopsis linearis","37.6414326158004968","-114.879229667624003","4500","United States","Nevada","Lincoln","Mormon Mts.","","1","","","1906-07-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Kennedy","138","0","P","0",
"58331451","specimen","Bignoniaceae","Chilopsis linearis","34.947499999999998","-111.453999999999994","","United States","Arizona","Coconino","Mormon Lake","","1","1","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Rose E. Collom","","","P","0",
"58311738","specimen","Bignoniaceae","Chilopsis linearis","34.8430559823271011","-116.177553359114995","1000","United States","California","San Bernardino","Mission Creek E San Bernardino Mts.","","1","","","1932-12-07","","J. Henrickson, 1985 ((CSLA)","MO","281","MO","MO","MO","","F. R. Fosberg","8600","0","P","0",
"58217693","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1867-05-20","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Edward Palmer","153","0","P","0",
"58139987","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Mohave County","Arizona Strip District; Cedar Pockets 2 miles from Interstate 15","","","","","1978-06-23","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Charles E. Bundy","","","","",
"58106727","specimen","Bignoniaceae","Chilopsis linearis","33.553600000000003","-111.441999999999993","","United States","Arizona","Maricopa","Above Canyon Lake","","1","1","","1962-05-17","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","P","0",
"58024545","specimen","Bignoniaceae","Chilopsis linearis","35.0874000000000024","-113.801000000000002","1341","United States","Arizona","Mohave","Dean Peak 7.5' Quad.; Wheeler Wash; east of Odle Ranch; Hualapai Mountains","","1","1","","1979-06-29","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Butterwick/Parfitt","","","P","0",
"36637702","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","Beaverdam Mts. at Terrys Ranch; habitat: Sandy soil; south facing slope","","","","","1966-05-26","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","L. C. Higgins","635","","","",
"31105189","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; San Gorgonio Wash; Little San Bernardino Mts., San Gorgonio Wash","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","C. Epling and Wm. Robison","","","","",
"31083880","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Diego County","San Diego; San Felipe Ranch; e. San Diego Co., San Felipe Ranch","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","E. Ferguson","","","","",
"30817392","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Diego County","San Diego; Borrego Valley; Colorado Desert, Borrego Valley","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","W. L. Jepson","","","","",
"19387873","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","Organ","","","","","1935-06-01","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","A.L. Hershey","","","","",
"58032385","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1896-05-16","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Myrtle Huck","s.n.","0","P","0",
"64918401","specimen","Bignoniaceae","Chilopsis linearis","","","2300","United States","Arizona","Pima","[Locality information hidden to protect endangered species]","","1","","","1983-05-20","","","MO","281","MO","MO","MO","","Richard G. Walter, Jon Ricketson & Mark Lamb","5-83-25D","0","P","0",
"22734198","specimen","Bignoniaceae","Chilopsis linearis","33.3634379508027976","-104.465992358662007","3600","United States","New Mexico","Chaves","35 miles west of Roswell","","1","","","1900-08-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Franklin S. Earle & Esther S. Earle","369","0","P","0",
"22978083","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","Coahuila","","Between Hipolito and Sacramento, El Desierto de La Payla; {bignon-34446}","","1","","","1936-01-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","F.L. Wynd & Cornelius H. Muller","80","0","UNK","",
"22979439","specimen","Bignoniaceae","Chilopsis linearis","36.2143676206028999","-115.018597077755999","3700","United States","Nevada","Clark","west side of Newberry Mts. Christmas Tree Pass Road, approx 6 miles east of US 95.","","1","","","1982-06-08","","","MO","281","MO","MO","MO","","PINZL","4755","0","P","0",
"23330195","specimen","Bignoniaceae","Chilopsis linearis","29.8926918887196997","-101.150596964192005","","United States","Texas","Val Verde","Rocky ground, canyon of Devil's River","","1","","","1918-05-14","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Ernest J. Palmer","13599","0","P","0",
